python,java,ml,sql,web_dev,interest,cgpa,projects,career
0,1,1,0,0,0,8.41,2,Backend Developer
1,0,1,1,0,2,6.9,5,Machine Learning Engineer
1,1,0,1,1,1,8.65,3,Full Stack Developer
1,0,0,0,0,3,6.9,6,Cyber Security Analyst
1,0,1,0,0,1,7.77,5,Machine Learning Engineer
0,1,0,1,0,0,8.07,3,Backend Developer
0,0,1,1,1,3,7.43,2,Frontend Developer
0,1,1,1,1,0,7.58,1,Full Stack Developer
1,0,1,1,1,2,7.62,2,Full Stack Developer
1,1,1,0,0,3,8.44,4,Backend Developer
1,0,1,1,1,0,6.99,6,Full Stack Developer
0,1,1,1,0,2,7.21,4,Backend Developer
1,1,0,0,1,2,7.53,6,Full Stack Developer
1,0,1,0,0,2,8.14,4,AI Engineer
1,0,1,0,1,0,9.22,2,Full Stack Developer
1,1,0,1,0,2,7.44,2,Backend Developer
1,1,0,1,1,1,6.68,3,Full Stack Developer
1,0,1,0,0,0,6.22,1,Machine Learning Engineer
1,1,0,0,0,2,7.94,4,Backend Developer
0,0,1,1,0,0,6.25,4,Data Analyst
1,1,0,0,0,1,6.04,2,Backend Developer
0,0,1,1,0,1,7.17,5,Data Analyst
1,1,0,0,0,0,8.34,6,Backend Developer
1,0,0,1,1,1,8.89,4,Full Stack Developer
1,1,0,1,0,3,9.26,6,Backend Developer
0,1,1,0,0,1,9.23,4,Backend Developer
1,1,0,0,0,1,7.78,3,Backend Developer
1,1,0,1,0,3,8.24,4,Backend Developer
0,1,1,0,0,1,6.03,3,Backend Developer
1,0,1,0,0,3,6.73,6,Machine Learning Engineer
1,0,0,0,1,0,7.24,4,Full Stack Developer
0,1,1,1,1,1,9.17,3,Full Stack Developer
0,0,0,0,0,0,9.02,4,DevOps Engineer
1,0,0,1,0,3,7.35,3,Cyber Security Analyst
0,0,1,1,0,2,9.14,5,Data Analyst
0,0,1,1,0,3,7.3,6,Data Analyst
0,1,1,0,1,3,6.41,6,Full Stack Developer
0,0,0,0,0,2,9.16,3,Cloud Engineer
1,0,0,1,0,0,8.77,5,Software Engineer
1,0,0,1,1,0,7.34,1,Full Stack Developer
0,1,1,0,1,3,6.03,1,Full Stack Developer
0,0,0,1,1,3,6.08,5,Frontend Developer
0,0,1,0,0,1,7.89,3,Cyber Security Analyst
1,1,1,0,0,2,6.33,4,Backend Developer
1,0,1,1,0,1,6.83,6,Machine Learning Engineer
0,1,0,1,0,3,7.79,3,Backend Developer
1,1,1,0,0,1,8.69,3,Backend Developer
1,0,0,1,1,0,6.89,2,Full Stack Developer
0,0,1,0,0,2,8.02,1,Cloud Engineer
1,1,1,0,0,0,9.15,1,Backend Developer
0,0,0,1,1,2,6.38,6,Frontend Developer
1,0,1,1,1,2,7.91,6,Full Stack Developer
1,1,1,1,1,2,7.2,5,Full Stack Developer
1,0,0,0,1,3,8.26,4,Full Stack Developer
0,0,0,1,1,1,7.22,6,Frontend Developer
0,0,1,0,0,2,8.86,5,Cloud Engineer
0,0,1,1,1,0,7.31,5,Frontend Developer
0,0,0,1,1,0,6.23,5,Frontend Developer
1,1,0,0,0,2,8.39,6,Backend Developer
0,0,1,0,0,0,9.35,6,DevOps Engineer
1,1,1,0,1,0,8.91,1,Full Stack Developer
0,0,0,0,1,2,8.55,2,Frontend Developer
0,0,1,1,0,3,8.22,4,Data Analyst
0,0,0,0,0,1,8.44,5,Data Scientist
0,1,0,0,1,3,6.36,4,Full Stack Developer
0,1,1,0,0,3,7.52,5,Backend Developer
0,0,1,0,1,3,8.11,3,Frontend Developer
0,0,0,1,0,0,9.37,5,Data Analyst
0,0,1,1,0,3,6.24,6,Data Analyst
1,1,1,0,0,2,7.55,5,Backend Developer
0,1,1,0,1,2,9.3,4,Full Stack Developer
0,1,1,1,1,0,6.23,6,Full Stack Developer
0,0,1,1,1,2,9.4,4,Frontend Developer
0,0,0,1,1,2,8.22,1,Frontend Developer
0,0,0,0,1,0,7.96,5,Frontend Developer
0,0,0,1,1,2,6.65,1,Frontend Developer
0,1,1,1,1,0,6.06,2,Full Stack Developer
0,0,1,1,0,0,8.97,4,Data Analyst
1,1,0,0,1,1,7.48,5,Full Stack Developer
0,0,0,1,1,1,7.25,4,Frontend Developer
0,1,1,1,1,2,7.71,5,Full Stack Developer
1,1,0,0,1,1,8.95,1,Full Stack Developer
0,0,0,0,1,0,9.22,3,Frontend Developer
0,1,1,0,0,2,7.5,1,Backend Developer
0,1,0,0,0,1,7.54,4,Backend Developer
0,1,0,1,1,0,8.86,4,Full Stack Developer
0,0,0,0,1,2,7.34,3,Frontend Developer
1,1,0,0,1,2,8.89,5,Full Stack Developer
1,1,0,0,0,0,6.48,5,Backend Developer
1,0,0,1,1,0,7.94,2,Full Stack Developer
0,0,0,1,0,2,8.42,5,Data Analyst
0,0,0,1,1,3,6.82,6,Frontend Developer
0,0,1,0,1,0,7.02,2,Frontend Developer
0,1,0,1,0,0,7.49,3,Backend Developer
1,0,0,0,0,2,8.66,5,Cloud Engineer
0,1,1,0,1,2,6.98,5,Full Stack Developer
0,0,0,0,0,1,6.11,4,Mobile App Developer
0,0,0,0,0,0,6.64,2,Data Scientist
1,1,0,1,1,3,9.06,3,Full Stack Developer
1,1,1,0,1,2,8.78,3,Full Stack Developer
0,1,0,1,0,3,6.22,6,Backend Developer
0,0,0,0,0,0,8.29,3,DevOps Engineer
0,1,0,1,0,0,8.66,6,Backend Developer
1,1,1,1,0,2,6.51,2,Backend Developer
0,0,0,1,1,0,6.12,3,Frontend Developer
1,1,0,1,1,2,8.8,5,Full Stack Developer
0,1,1,0,0,2,6.06,4,Backend Developer
0,1,0,1,0,2,6.85,1,Backend Developer
1,1,1,1,0,1,8.4,5,Backend Developer
0,1,1,1,1,1,8.56,2,Full Stack Developer
0,0,0,0,0,2,7.84,6,Cloud Engineer
0,0,0,1,0,0,6.44,1,Data Analyst
1,1,1,1,0,3,7.12,2,Backend Developer
1,1,0,0,1,3,8.29,1,Full Stack Developer
1,1,0,1,1,3,7.5,3,Full Stack Developer
0,0,0,1,1,3,6.36,6,Frontend Developer
1,0,1,1,1,0,6.16,3,Full Stack Developer
0,1,0,0,0,0,7.91,6,Backend Developer
0,1,0,0,0,3,7.73,4,Backend Developer
1,1,0,0,1,1,6.28,2,Full Stack Developer
1,0,0,1,1,1,8.39,2,Full Stack Developer
1,0,1,1,1,1,7.97,5,Full Stack Developer
1,1,1,1,0,2,8.9,5,Backend Developer
1,0,0,1,0,3,7.76,6,Cyber Security Analyst
1,0,0,1,1,0,6.77,2,Full Stack Developer
1,0,0,1,0,1,6.35,1,Data Analyst
1,0,1,0,1,2,9.08,4,Full Stack Developer
0,0,0,1,0,1,6.64,1,Data Analyst
1,1,1,0,1,2,6.48,2,Full Stack Developer
1,0,0,1,1,2,8.49,2,Full Stack Developer
0,1,0,0,0,3,6.84,2,Backend Developer
0,1,0,1,1,2,6.01,1,Full Stack Developer
0,1,1,1,1,1,6.09,6,Full Stack Developer
0,0,0,0,0,1,6.06,5,Game Developer
0,1,0,0,0,0,8.7,3,Backend Developer
1,0,0,1,0,1,8.45,5,Software Engineer
0,0,1,1,1,0,7.19,1,Frontend Developer
1,1,1,1,1,3,9.18,5,Full Stack Developer
0,0,0,1,0,2,8.82,2,Data Analyst
1,0,0,0,1,3,6.9,2,Full Stack Developer
1,1,0,0,1,1,8.69,4,Full Stack Developer
1,0,0,0,1,1,8.01,5,Full Stack Developer
0,0,1,1,1,1,7.21,5,Frontend Developer
0,1,0,1,1,2,8.81,2,Full Stack Developer
1,1,0,0,1,1,7.91,4,Full Stack Developer
0,0,1,0,0,0,7.07,3,Backend Developer
0,1,1,0,1,1,9.44,5,Full Stack Developer
1,1,0,1,1,1,6.96,2,Full Stack Developer
0,1,1,0,1,1,6.59,1,Full Stack Developer
1,0,1,0,0,3,8.1,5,AI Engineer
1,1,0,1,1,0,8.98,2,Full Stack Developer
1,0,1,0,1,0,7.63,6,Full Stack Developer
0,0,1,0,1,3,7.47,2,Frontend Developer
0,0,1,1,1,0,6.27,2,Frontend Developer
0,0,0,1,0,3,8.89,2,Data Analyst
0,0,0,0,1,0,7.84,1,Frontend Developer
1,1,0,1,0,2,8.46,2,Backend Developer
1,0,1,1,0,3,9.04,4,AI Engineer
1,0,0,1,0,1,6.95,1,Cyber Security Analyst
1,0,1,1,0,2,6.81,3,Machine Learning Engineer
0,1,1,1,0,3,8.04,3,Backend Developer
1,0,1,1,0,2,7.59,5,Machine Learning Engineer
0,1,1,1,1,0,7.97,2,Full Stack Developer
1,1,1,1,1,2,9.0,4,Full Stack Developer
1,0,0,0,0,0,8.99,5,Software Engineer
0,0,0,0,0,1,7.12,6,DevOps Engineer
0,0,1,1,0,3,9.44,2,Data Analyst
0,0,1,1,0,2,7.63,2,Data Analyst
0,1,0,0,1,2,9.44,4,Full Stack Developer
1,0,0,0,0,1,6.17,3,Full Stack Developer
1,0,1,0,1,1,7.02,1,Full Stack Developer
1,1,1,0,1,2,7.65,6,Full Stack Developer
1,1,1,0,0,2,8.98,3,Backend Developer
1,1,0,1,0,2,8.45,5,Backend Developer
0,1,1,1,1,3,8.03,1,Full Stack Developer
0,1,0,0,1,3,6.43,3,Full Stack Developer
1,1,0,0,1,0,6.69,6,Full Stack Developer
1,1,1,0,0,3,7.39,6,Backend Developer
1,1,0,1,1,3,8.66,3,Full Stack Developer
1,0,1,0,0,0,9.0,6,AI Engineer
1,1,1,1,1,3,7.41,5,Full Stack Developer
1,1,1,1,1,2,8.11,2,Full Stack Developer
1,1,0,1,0,2,7.23,6,Backend Developer
1,1,0,0,1,2,7.65,3,Full Stack Developer
1,0,1,1,1,3,9.06,5,Full Stack Developer
1,1,0,0,0,1,8.03,3,Backend Developer
0,0,1,1,0,3,8.39,2,Data Analyst
1,1,1,1,1,2,6.1,3,Full Stack Developer
1,0,1,1,1,2,7.06,1,Full Stack Developer
0,1,1,1,0,1,9.38,2,Backend Developer
0,0,0,1,0,3,8.11,1,Data Analyst
1,0,1,0,0,2,8.29,2,AI Engineer
1,0,1,0,0,0,7.8,1,Machine Learning Engineer
0,0,1,1,0,3,6.59,5,Data Analyst
0,0,1,0,0,3,9.39,3,Cyber Security Analyst
0,0,1,0,1,1,6.8,6,Frontend Developer
1,0,1,0,0,2,7.62,4,Machine Learning Engineer
1,0,0,0,1,2,7.09,1,Full Stack Developer
0,1,0,1,0,1,8.68,3,Backend Developer
1,0,1,0,1,3,6.55,5,Full Stack Developer
1,0,1,1,0,0,7.6,2,Machine Learning Engineer
1,0,0,0,0,0,7.58,5,Software Engineer
0,0,1,0,0,1,8.08,5,Backend Developer
0,0,1,0,0,0,7.82,5,AI Engineer
0,0,0,1,0,0,8.39,6,Data Analyst
0,1,1,0,0,2,8.67,3,Backend Developer
0,0,0,1,0,3,7.77,4,Data Analyst
0,1,1,0,1,0,9.08,6,Full Stack Developer
0,0,1,0,0,0,6.06,2,Machine Learning Engineer
0,0,0,1,1,3,8.55,1,Frontend Developer
1,0,0,0,0,3,7.53,5,Cyber Security Analyst
0,1,0,1,1,2,7.43,6,Full Stack Developer
1,1,0,1,1,2,6.88,3,Full Stack Developer
0,0,1,0,1,1,6.17,6,Frontend Developer
0,1,1,1,0,0,7.37,6,Backend Developer
0,1,0,1,0,0,8.43,6,Backend Developer
0,0,1,0,0,3,8.62,6,Cyber Security Analyst
1,1,0,0,0,0,7.61,5,Backend Developer
1,1,0,1,1,0,6.4,4,Full Stack Developer
0,0,1,1,0,0,8.54,4,Data Analyst
0,1,1,0,1,1,9.29,3,Full Stack Developer
0,1,0,1,1,1,6.31,6,Full Stack Developer
0,1,1,1,0,1,7.9,5,Backend Developer
1,0,1,1,1,0,9.01,2,Full Stack Developer
0,0,0,0,0,1,9.25,2,Backend Developer
0,0,0,1,1,1,7.11,3,Frontend Developer
1,1,1,1,1,3,9.07,4,Full Stack Developer
1,1,0,1,1,1,8.84,3,Full Stack Developer
1,0,0,0,1,3,8.54,1,Full Stack Developer
0,1,1,0,1,1,9.24,5,Full Stack Developer
0,1,1,1,1,1,7.57,1,Full Stack Developer
0,0,1,1,1,2,7.5,1,Frontend Developer
1,1,0,0,0,1,6.26,5,Backend Developer
0,1,1,1,0,0,7.55,4,Backend Developer
0,1,0,0,0,1,6.4,2,Backend Developer
1,1,0,1,0,1,7.68,1,Backend Developer
0,1,0,0,0,0,7.26,6,Backend Developer
1,0,0,1,0,1,6.61,5,Data Analyst
1,0,0,1,1,3,9.12,1,Full Stack Developer
0,0,1,0,0,2,7.05,4,Cloud Engineer
0,0,1,0,0,3,8.6,1,Cyber Security Analyst
1,1,1,0,1,1,6.21,6,Full Stack Developer
1,1,1,0,0,2,6.41,2,Backend Developer
1,0,0,0,1,0,6.57,6,Full Stack Developer
1,1,0,1,0,0,7.76,6,Backend Developer
0,0,0,0,1,0,6.26,4,Frontend Developer
1,1,0,1,0,2,7.85,6,Backend Developer
0,1,1,1,0,3,7.22,2,Backend Developer
1,0,1,1,0,1,9.17,4,AI Engineer
0,0,1,1,1,0,8.67,3,Frontend Developer
0,1,1,0,1,0,8.41,2,Full Stack Developer
1,0,0,1,0,3,7.72,1,Cyber Security Analyst
1,0,1,0,1,2,9.02,6,Full Stack Developer
0,1,0,1,1,3,6.07,6,Full Stack Developer
0,1,1,0,1,1,6.13,2,Full Stack Developer
1,1,0,1,0,0,7.4,1,Backend Developer
0,0,1,0,1,3,8.36,1,Frontend Developer
0,0,1,1,1,2,8.05,2,Frontend Developer
0,1,0,0,1,1,8.63,5,Full Stack Developer
1,1,1,1,0,1,6.23,3,Backend Developer
1,0,1,1,0,0,6.63,2,Machine Learning Engineer
0,1,0,1,0,2,6.49,2,Backend Developer
0,0,0,1,1,3,6.64,3,Frontend Developer
1,1,1,0,0,0,6.4,4,Backend Developer
1,0,0,0,0,1,7.39,4,Web Developer
0,1,0,1,1,0,8.92,1,Full Stack Developer
1,0,1,0,1,2,8.51,3,Full Stack Developer
0,1,0,0,0,2,7.09,2,Backend Developer
0,0,0,0,1,3,7.89,2,Frontend Developer
1,1,1,0,1,0,7.76,3,Full Stack Developer
0,1,1,0,0,0,8.98,1,Backend Developer
1,0,1,1,1,2,7.15,6,Full Stack Developer
0,1,1,1,1,0,6.0,1,Full Stack Developer
1,0,1,0,1,3,9.24,4,Full Stack Developer
1,1,0,0,1,1,8.5,3,Full Stack Developer
0,0,0,0,0,2,9.45,4,Cloud Engineer
0,1,0,1,0,0,9.23,5,Backend Developer
0,1,1,1,0,1,7.17,5,Backend Developer
0,1,1,0,1,3,7.45,4,Full Stack Developer
1,1,1,1,0,2,8.35,1,Backend Developer
1,0,0,0,1,1,6.77,2,Full Stack Developer
1,0,0,1,1,0,9.01,6,Full Stack Developer
1,0,1,0,1,3,7.41,3,Full Stack Developer
1,0,1,1,0,1,8.09,5,AI Engineer
1,1,0,0,0,0,6.07,5,Backend Developer
1,0,1,0,0,2,6.7,2,Machine Learning Engineer
0,1,0,1,1,2,9.32,6,Full Stack Developer
1,0,1,1,1,2,8.84,1,Full Stack Developer
1,1,0,1,0,2,7.79,6,Backend Developer
0,0,1,1,0,1,6.56,2,Data Analyst
0,1,1,0,1,3,8.07,2,Full Stack Developer
1,0,1,1,1,3,7.24,4,Full Stack Developer
1,0,0,0,1,0,7.26,3,Full Stack Developer
0,1,0,0,0,1,8.05,4,Backend Developer
0,0,0,0,1,2,8.76,2,Frontend Developer
0,0,0,1,1,0,7.79,4,Frontend Developer
0,0,0,1,1,3,6.51,2,Frontend Developer
1,1,0,1,1,2,8.01,3,Full Stack Developer
0,0,0,1,0,3,6.32,5,Data Analyst
1,0,1,0,0,0,8.63,3,AI Engineer
1,1,1,0,0,3,9.47,4,Backend Developer
1,1,1,0,0,1,7.93,3,Backend Developer
0,1,0,0,1,0,9.33,5,Full Stack Developer
1,0,0,1,0,2,6.56,2,Data Scientist
0,1,1,1,0,1,7.54,2,Backend Developer
1,0,0,0,0,1,7.74,6,Game Developer
0,0,1,1,1,0,8.21,5,Frontend Developer
0,1,0,1,0,0,8.71,5,Backend Developer
1,1,0,1,0,2,9.39,4,Backend Developer
1,0,1,0,1,3,9.1,6,Full Stack Developer
0,1,0,1,0,3,8.63,2,Backend Developer
0,0,1,0,0,1,8.32,5,Cyber Security Analyst
0,1,0,1,0,3,6.53,4,Backend Developer
0,1,0,0,1,2,6.38,2,Full Stack Developer
0,0,0,1,1,1,6.78,5,Frontend Developer
0,1,0,1,0,3,7.16,1,Backend Developer
0,1,1,0,0,3,7.9,5,Backend Developer
1,0,0,1,1,2,8.7,6,Full Stack Developer
1,0,1,1,0,1,7.85,2,Machine Learning Engineer
1,0,1,0,1,2,6.54,4,Full Stack Developer
0,0,0,0,0,3,9.07,3,Cyber Security Analyst
1,1,0,0,0,2,8.71,3,Backend Developer
0,1,0,1,1,0,8.0,5,Full Stack Developer
1,1,0,0,0,1,9.29,4,Backend Developer
0,1,1,1,0,2,6.66,2,Backend Developer
1,1,0,0,0,1,8.32,6,Backend Developer
1,0,0,1,1,3,9.19,5,Full Stack Developer
0,0,1,1,0,1,8.4,2,Data Analyst
1,0,1,0,0,2,9.14,1,AI Engineer
0,0,0,0,1,0,6.42,4,Frontend Developer
1,0,0,1,1,0,8.91,2,Full Stack Developer
0,0,1,1,0,0,6.16,5,Data Analyst
1,1,0,0,0,0,6.94,6,Backend Developer
1,1,0,1,1,0,8.13,2,Full Stack Developer
0,1,1,1,1,0,7.76,6,Full Stack Developer
0,0,0,1,0,2,6.15,5,Data Analyst
0,1,1,0,1,0,9.26,6,Full Stack Developer
1,1,1,0,0,0,6.1,5,Backend Developer
0,0,1,1,0,0,7.23,3,Data Analyst
0,0,1,0,0,3,7.4,4,Cyber Security Analyst
0,1,1,0,0,2,7.31,1,Backend Developer
1,0,1,0,0,3,9.34,6,AI Engineer
1,1,1,1,1,3,6.29,6,Full Stack Developer
0,0,1,1,1,2,6.47,4,Frontend Developer
1,0,0,1,1,3,8.44,6,Full Stack Developer
0,1,0,1,0,0,6.91,6,Backend Developer
0,0,0,1,0,0,8.54,1,Data Analyst
0,1,0,1,0,3,6.49,1,Backend Developer
1,1,1,0,1,0,6.33,6,Full Stack Developer
0,0,1,1,0,2,6.74,2,Data Analyst
1,0,0,1,0,1,6.69,4,Data Scientist
0,0,1,1,0,0,6.54,3,Data Analyst
0,1,0,0,0,3,7.55,5,Backend Developer
0,1,1,0,1,1,6.1,2,Full Stack Developer
1,0,0,0,1,1,6.54,1,Full Stack Developer
0,0,0,0,1,3,6.09,1,Frontend Developer
0,0,1,0,0,3,9.08,4,Cyber Security Analyst
1,0,0,1,1,2,7.13,6,Full Stack Developer
1,0,0,0,1,3,7.73,3,Full Stack Developer
0,1,0,0,1,0,7.31,2,Full Stack Developer
0,0,0,0,1,0,8.89,4,Frontend Developer
0,0,0,0,0,0,8.69,1,DevOps Engineer
0,0,0,1,0,2,8.54,6,Data Analyst
0,0,0,1,1,0,6.06,3,Frontend Developer
0,0,0,0,1,2,9.44,4,Frontend Developer
1,1,0,1,0,1,8.34,3,Backend Developer
0,0,1,0,1,2,7.44,1,Frontend Developer
0,1,0,1,0,2,6.18,3,Backend Developer
1,1,0,1,0,3,6.74,5,Backend Developer
0,1,1,0,0,1,8.41,6,Backend Developer
0,1,0,0,0,2,8.15,3,Backend Developer
1,1,0,1,0,1,7.2,3,Backend Developer
1,1,0,0,0,0,7.55,4,Backend Developer
0,0,0,0,1,0,8.38,3,Frontend Developer
0,1,0,0,0,1,8.04,3,Backend Developer
1,0,1,1,1,3,9.22,2,Full Stack Developer
1,0,1,1,1,3,8.47,3,Full Stack Developer
1,0,1,1,0,2,6.63,5,Machine Learning Engineer
1,0,0,0,0,3,6.77,4,Cyber Security Analyst
0,0,1,1,0,1,8.45,1,Data Analyst
0,1,1,0,1,0,8.96,5,Full Stack Developer
0,1,1,0,0,1,6.06,3,Backend Developer
0,1,0,0,1,3,6.93,2,Full Stack Developer
1,0,0,1,1,3,6.3,6,Full Stack Developer
1,0,0,1,1,2,8.14,5,Full Stack Developer
0,0,1,1,1,0,6.08,6,Frontend Developer
0,0,0,1,1,2,8.59,5,Frontend Developer
1,1,0,1,0,0,8.46,1,Backend Developer
1,1,1,0,1,0,6.54,6,Full Stack Developer
0,0,0,1,0,2,7.96,6,Data Analyst
0,1,1,1,1,0,7.4,2,Full Stack Developer
1,1,0,0,1,2,8.83,2,Full Stack Developer
1,0,1,1,0,1,8.53,4,AI Engineer
0,1,1,1,1,3,9.05,1,Full Stack Developer
1,1,0,1,0,0,8.66,4,Backend Developer
0,1,0,0,1,0,6.18,1,Full Stack Developer
0,0,1,1,0,2,6.48,6,Data Analyst
1,1,1,0,0,1,6.82,5,Backend Developer
0,0,1,1,0,1,9.26,5,Data Analyst
0,1,1,1,0,3,7.21,6,Backend Developer
0,0,0,0,1,0,6.53,4,Frontend Developer
1,1,1,0,1,0,7.66,1,Full Stack Developer
1,0,0,1,0,3,8.18,2,Cyber Security Analyst
0,0,1,1,0,0,8.42,4,Data Analyst
0,1,0,0,0,3,8.53,2,Backend Developer
1,0,1,1,1,2,6.97,2,Full Stack Developer
0,0,0,0,1,1,6.23,3,Frontend Developer
0,1,0,0,1,3,7.21,3,Full Stack Developer
1,1,1,0,1,0,7.42,1,Full Stack Developer
0,0,0,0,0,0,7.02,5,Data Analyst
0,1,1,1,1,2,8.67,6,Full Stack Developer
1,0,1,1,0,3,9.44,2,AI Engineer
1,0,0,0,1,3,8.13,6,Full Stack Developer
0,1,1,1,0,0,8.12,2,Backend Developer
0,0,0,0,0,0,8.61,1,DevOps Engineer
0,0,0,0,1,1,6.18,3,Frontend Developer
0,0,1,1,0,0,7.55,5,Data Analyst
0,0,0,1,1,3,6.03,4,Frontend Developer
1,1,0,0,1,2,8.67,5,Full Stack Developer
1,0,0,0,1,0,9.39,3,Full Stack Developer
0,1,1,0,1,2,7.26,1,Full Stack Developer
1,0,1,0,0,2,7.62,3,Machine Learning Engineer
0,0,1,1,0,3,8.98,6,Data Analyst
0,1,1,0,1,2,6.16,6,Full Stack Developer
1,1,0,0,0,0,8.55,5,Backend Developer
0,1,0,1,1,0,7.22,4,Full Stack Developer
1,0,1,0,0,1,7.52,1,Machine Learning Engineer
0,1,0,0,0,1,7.47,5,Backend Developer
1,1,0,1,1,2,7.86,2,Full Stack Developer
0,1,1,1,1,0,6.94,3,Full Stack Developer
0,0,1,0,1,2,8.69,1,Frontend Developer
0,1,0,1,0,2,6.66,2,Backend Developer
1,1,1,1,1,0,8.27,5,Full Stack Developer
1,1,1,0,1,0,7.85,3,Full Stack Developer
0,0,1,1,1,2,8.25,1,Frontend Developer
0,0,0,1,1,1,7.98,3,Frontend Developer
1,1,1,1,1,2,7.05,4,Full Stack Developer
1,1,1,1,0,2,6.49,1,Backend Developer
0,1,1,0,1,0,8.39,2,Full Stack Developer
0,1,0,1,1,1,9.04,1,Full Stack Developer
0,1,0,0,0,2,7.23,6,Backend Developer
1,1,1,1,0,1,8.82,4,Backend Developer
1,0,1,0,0,1,8.21,4,AI Engineer
0,0,1,1,1,1,8.87,2,Frontend Developer
0,0,0,1,1,3,8.89,3,Frontend Developer
1,1,0,0,0,2,6.75,2,Backend Developer
0,1,1,1,0,1,7.7,6,Backend Developer
1,0,0,1,1,1,6.57,4,Full Stack Developer
1,0,1,0,1,2,7.43,1,Full Stack Developer
0,0,0,1,1,1,9.07,5,Frontend Developer
0,1,1,1,1,1,8.9,2,Full Stack Developer
0,1,1,0,0,0,8.39,5,Backend Developer
0,0,1,0,1,3,8.14,1,Frontend Developer
1,0,1,1,1,3,8.98,6,Full Stack Developer
0,0,0,0,1,0,6.45,6,Frontend Developer
0,1,1,0,1,2,9.2,2,Full Stack Developer
1,1,0,0,1,0,6.98,2,Full Stack Developer
0,1,1,0,0,2,7.68,4,Backend Developer
0,1,1,1,0,0,8.71,1,Backend Developer
0,0,1,1,1,3,8.64,4,Frontend Developer
1,0,0,1,1,0,9.01,5,Full Stack Developer
1,0,0,1,1,0,6.13,2,Full Stack Developer
1,1,1,1,1,0,6.66,4,Full Stack Developer
0,1,1,1,0,3,6.53,3,Backend Developer
1,0,1,0,1,3,9.31,2,Full Stack Developer
1,0,1,1,1,0,8.98,1,Full Stack Developer
1,0,1,0,1,2,8.35,3,Full Stack Developer
1,1,1,0,1,2,7.74,6,Full Stack Developer
1,1,0,0,1,1,6.71,1,Full Stack Developer
1,0,0,0,0,2,7.51,2,Cloud Engineer
0,1,0,1,1,1,7.82,1,Full Stack Developer
1,1,1,0,0,0,8.18,5,Backend Developer
1,0,0,1,0,1,7.64,3,Game Developer
0,0,0,0,1,1,6.74,3,Frontend Developer
1,0,1,1,0,2,8.33,3,AI Engineer
0,1,0,1,0,1,8.67,5,Backend Developer
0,1,0,1,1,2,6.15,2,Full Stack Developer
0,1,0,1,1,0,6.78,4,Full Stack Developer
1,0,1,0,1,0,6.46,3,Full Stack Developer
1,0,1,1,1,0,9.47,6,Full Stack Developer
1,1,1,1,1,1,7.63,1,Full Stack Developer
0,1,0,1,0,0,7.63,4,Backend Developer
1,0,0,1,1,2,7.03,3,Full Stack Developer
1,1,1,0,1,3,8.08,6,Full Stack Developer
0,1,0,1,1,3,8.21,2,Full Stack Developer
1,0,0,0,1,0,8.6,5,Full Stack Developer
1,0,0,1,1,1,6.07,1,Full Stack Developer
0,0,1,1,1,2,8.26,5,Frontend Developer
0,0,0,1,1,1,8.91,3,Frontend Developer
0,1,0,1,0,3,7.67,4,Backend Developer
0,0,1,0,1,2,7.21,1,Frontend Developer
1,0,1,1,0,0,6.99,1,Machine Learning Engineer
0,1,0,1,1,2,7.65,6,Full Stack Developer
0,1,1,0,0,1,6.93,4,Backend Developer
0,1,0,1,0,1,8.63,6,Backend Developer
0,0,0,1,1,3,6.54,6,Frontend Developer
1,1,1,0,0,2,7.82,2,Backend Developer
1,0,1,1,0,0,8.44,1,AI Engineer
0,0,0,0,0,0,7.17,5,Data Scientist
0,0,1,1,0,1,9.02,6,Data Analyst
1,0,0,0,1,3,6.43,4,Full Stack Developer
1,1,1,0,1,3,6.21,5,Full Stack Developer
1,1,0,0,1,3,7.73,1,Full Stack Developer
1,0,1,1,1,0,8.88,1,Full Stack Developer
1,1,1,0,1,1,8.02,3,Full Stack Developer
1,0,1,1,1,3,7.53,5,Full Stack Developer
0,0,0,1,0,2,8.07,3,Data Analyst
1,1,0,1,0,3,9.48,3,Backend Developer
1,0,0,1,0,1,9.12,5,Machine Learning Engineer
0,0,1,1,0,1,8.21,1,Data Analyst
0,1,1,0,1,3,8.45,2,Full Stack Developer
0,1,1,1,0,3,8.12,6,Backend Developer
1,1,0,0,0,2,8.34,2,Backend Developer
1,1,0,1,0,0,9.01,2,Backend Developer
0,1,1,0,0,0,7.32,4,Backend Developer
1,1,0,0,1,3,6.46,3,Full Stack Developer
1,1,1,1,0,2,7.98,4,Backend Developer
0,0,1,0,0,1,9.3,3,AI Engineer
1,1,1,1,0,1,8.26,1,Backend Developer
1,1,0,0,1,2,7.51,4,Full Stack Developer
1,0,0,0,1,3,7.68,4,Full Stack Developer
1,1,0,1,1,3,6.12,1,Full Stack Developer
1,1,0,1,1,0,7.23,3,Full Stack Developer
1,0,1,0,0,2,6.77,4,Machine Learning Engineer
0,0,0,1,0,3,7.61,3,Data Analyst
1,1,0,0,1,0,8.62,4,Full Stack Developer
0,1,1,1,1,0,8.79,3,Full Stack Developer
0,1,0,0,1,2,9.33,3,Full Stack Developer
0,0,1,0,1,3,7.25,3,Frontend Developer
0,1,1,0,1,0,7.79,5,Full Stack Developer
1,1,1,1,0,0,8.92,1,Backend Developer
0,0,1,1,0,1,8.91,3,Data Analyst
0,1,0,1,1,2,8.31,2,Full Stack Developer
